"phys","phys4","phys6","phys8","phys10","school_code","year"
"All Tests - District ","83.3","81.8","N/A ","N/A","0360111","201415"
"Sit & Reach ","94","89.3","N/A ","N/A","0360111","201516"
"Curl Up ","96","89.3","N/A ","N/A","0360111","201516"
"Push Up ","78","94.6","N/A ","N/A","0360111","201516"
"Mile Run/PACER ","94","92.9","N/A ","N/A","0360111","201516"
"All Tests - School ","76","83.9","N/A ","N/A","0360111","201516"
"All Tests - District ","76","83.9","N/A ","N/A","0360111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0370111","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0370111","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0370111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0370111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0370111","201516"
"All Tests - District ","30.2 ","53.1 ","48.5 ","38.7","0370111","201516"
"Sit & Reach ","81.5",". ",". ",".","0370411","201314"
"Curl Up ","66.2",". ",". ",".","0370411","201314"
"Push Up ","55.4",". ",". ",".","0370411","201314"
"Mile Run/PACER ","55.4",". ",". ",".","0370411","201314"
"All Tests - School ","26.2",". ",". ",".","0370411","201314"
"All Tests - District ","25.4","43.0 ","45.9 ","36.0","0370411","201314"
"Sit & Reach ","85.7","N/A ","N/A ","N/A","0370411","201415"
"Curl Up ","71.4","N/A ","N/A ","N/A","0370411","201415"
"Push Up ","63.3","N/A ","N/A ","N/A","0370411","201415"
"Mile Run/PACER ","75.5","N/A ","N/A ","N/A","0370411","201415"
"All Tests - School ","36.7","N/A ","N/A ","N/A","0370411","201415"
"All Tests - District ","37.1","41.1 ","28.3 ","41.2","0370411","201415"
"Sit & Reach ","86.2","N/A ","N/A ","N/A","0370411","201516"
"Curl Up ","50","N/A ","N/A ","N/A","0370411","201516"
"Push Up ","50","N/A ","N/A ","N/A","0370411","201516"
"Mile Run/PACER ","79.3","N/A ","N/A ","N/A","0370411","201516"
"All Tests - School ","31","N/A ","N/A ","N/A","0370411","201516"
"All Tests - District ","30.2","53.1 ","48.5 ","38.7","0370411","201516"
"Sit & Reach ","86",". ",". ",".","0370611","201314"
"Curl Up ","73.7",". ",". ",".","0370611","201314"
"Push Up ","63.2",". ",". ",".","0370611","201314"
"Mile Run/PACER ","54.4",". ",". ",".","0370611","201314"
"All Tests - School ","24.6",". ",". ",".","0370611","201314"
"All Tests - District ","25.4","43.0 ","45.9 ","36.0","0370611","201314"
"Sit & Reach ","76.8","N/A ","N/A ","N/A","0370611","201415"
"Curl Up ","57.1","N/A ","N/A ","N/A","0370611","201415"
"Push Up ","69.6","N/A ","N/A ","N/A","0370611","201415"
"Mile Run/PACER ","66.1","N/A ","N/A ","N/A","0370611","201415"
"All Tests - School ","37.5","N/A ","N/A ","N/A","0370611","201415"
"All Tests - District ","37.1","41.1 ","28.3 ","41.2","0370611","201415"
"Sit & Reach ","70.6","N/A ","N/A ","N/A","0370611","201516"
"Curl Up ","64.7","N/A ","N/A ","N/A","0370611","201516"
"Push Up ","52.9","N/A ","N/A ","N/A","0370611","201516"
"Mile Run/PACER ","64.7","N/A ","N/A ","N/A","0370611","201516"
"All Tests - School ","29.4","N/A ","N/A ","N/A","0370611","201516"
"All Tests - District ","30.2","53.1 ","48.5 ","38.7","0370611","201516"
"Sit & Reach ",". ","67.1","78",".","0375011","201314"
"Curl Up ",". ","86.1","87.2",".","0375011","201314"
"Push Up ",". ","97.5","76.1",".","0375011","201314"
"Mile Run/PACER ",". ","77.2","56",".","0375011","201314"
"All Tests - School ",". ","43","45.9",".","0375011","201314"
"All Tests - District ","25.4 ","43","45.9","36.0","0375011","201314"
"Sit & Reach ","N/A ","63.6","61.3","N/A","0375011","201415"
"Curl Up ","N/A ","76.6","82.1","N/A","0375011","201415"
"Push Up ","N/A ","78.5","69.8","N/A","0375011","201415"
"Mile Run/PACER ","N/A ","65.4","51.9","N/A","0375011","201415"
"All Tests - School ","N/A ","41.1","28.3","N/A","0375011","201415"
"All Tests - District ","37.1 ","41.1","28.3","41.2","0375011","201415"
"Sit & Reach ","N/A ","70.8","67","N/A","0375011","201516"
"Curl Up ","N/A ","82.3","87.6","N/A","0375011","201516"
"Push Up ","N/A ","85","76.3","N/A","0375011","201516"
"Mile Run/PACER ","N/A ","81.4","71.1","N/A","0375011","201516"
"All Tests - School ","N/A ","53.1","48.5","N/A","0375011","201516"
"All Tests - District ","30.2 ","53.1","48.5","38.7","0375011","201516"
"Sit & Reach ",". ",". ",". ","81.3","0376111","201314"
"Curl Up ",". ",". ",". ","65.3","0376111","201314"
"Push Up ",". ",". ",". ","66.7","0376111","201314"
"Mile Run/PACER ",". ",". ",". ","45.3","0376111","201314"
"All Tests - School ",". ",". ",". ","36","0376111","201314"
"All Tests - District ","25.4 ","43.0 ","45.9 ","36","0376111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","76.5","0376111","201415"
"Curl Up ","N/A ","N/A ","N/A ","79.4","0376111","201415"
"Push Up ","N/A ","N/A ","N/A ","58.8","0376111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","50","0376111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","41.2","0376111","201415"
"All Tests - District ","37.1 ","41.1 ","28.3 ","41.2","0376111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","74.2","0376111","201516"
"Curl Up ","N/A ","N/A ","N/A ","74.2","0376111","201516"
"Push Up ","N/A ","N/A ","N/A ","69.4","0376111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","56.5","0376111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","38.7","0376111","201516"
"All Tests - District ","30.2 ","53.1 ","48.5 ","38.7","0376111","201516"
"Sit & Reach ","* ","* ","* ",NA,"0390111","201314"
"Curl Up ","* ","* ","* ",NA,"0390111","201314"
"Push Up ","* ","* ","* ",NA,"0390111","201314"
"Mile Run/PACER ","* ","* ","* ",NA,"0390111","201314"
"All Tests - School ","* ","* ","* ",NA,"0390111","201314"
"All Tests - District ","* ","* ","* ",NA,"0390111","201314"
"Sit & Reach ",NA,NA,NA,"N/A","0390111","201415"
"Curl Up ",NA,NA,NA,"N/A","0390111","201415"
"Push Up ",NA,NA,NA,"N/A","0390111","201415"
"Mile Run/PACER ",NA,NA,NA,"N/A","0390111","201415"
"All Tests - School ",NA,NA,NA,"N/A","0390111","201415"
"All Tests - District ",NA,NA,NA,"N/A","0390111","201415"
"Sit & Reach ",NA,NA,NA,"N/A","0390111","201516"
"Curl Up ",NA,NA,NA,"N/A","0390111","201516"
"Push Up ",NA,NA,NA,"N/A","0390111","201516"
"Mile Run/PACER ",NA,NA,NA,"N/A","0390111","201516"
"All Tests - School ",NA,NA,NA,"N/A","0390111","201516"
"All Tests - District ",NA,NA,NA,"N/A","0390111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0400111","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0400111","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0400111","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0400111","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0400111","201314"
"All Tests - District ","30.4 ","53.3 ","42.6 ","41.5","0400111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0400111","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0400111","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0400111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0400111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0400111","201415"
"All Tests - District ","47.4 ","54.9 ","36.5 ","35.6","0400111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0400111","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0400111","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0400111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0400111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0400111","201516"
"All Tests - District ","45.3 ","62.1 ","37.9 ","55.8","0400111","201516"
"Sit & Reach ","71.4",". ",". ",".","0400211","201314"
"Curl Up ","96.4",". ",". ",".","0400211","201314"
"Push Up ","71.4",". ",". ",".","0400211","201314"
"Mile Run/PACER ","51.8",". ",". ",".","0400211","201314"
"All Tests - School ","30.4",". ",". ",".","0400211","201314"
"All Tests - District ","30.4","53.3 ","42.6 ","41.5","0400211","201314"
"Sit & Reach ","78.9","N/A ","N/A ","N/A","0400211","201415"
"Curl Up ","93.4","N/A ","N/A ","N/A","0400211","201415"
"Push Up ","77.6","N/A ","N/A ","N/A","0400211","201415"
"Mile Run/PACER ","73.7","N/A ","N/A ","N/A","0400211","201415"
"All Tests - School ","47.4","N/A ","N/A ","N/A","0400211","201415"
"All Tests - District ","47.4","54.9 ","36.5 ","35.6","0400211","201415"
"Sit & Reach ","83","N/A ","N/A ","N/A","0400211","201516"
"Curl Up ","90.6","N/A ","N/A ","N/A","0400211","201516"
"Push Up ","79.2","N/A ","N/A ","N/A","0400211","201516"
"Mile Run/PACER ","58.5","N/A ","N/A ","N/A","0400211","201516"
"All Tests - School ","45.3","N/A ","N/A ","N/A","0400211","201516"
"All Tests - District ","45.3","62.1 ","37.9 ","55.8","0400211","201516"
"Sit & Reach ",". ","68.3","72.1",".","0405111","201314"
"Curl Up ",". ","93.3","83.8",".","0405111","201314"
"Push Up ",". ","73.3","75",".","0405111","201314"
"Mile Run/PACER ",". ","91.7","72.1",".","0405111","201314"
"All Tests - School ",". ","53.3","42.6",".","0405111","201314"
"All Tests - District ","30.4 ","53.3","42.6","41.5","0405111","201314"
"Sit & Reach ","N/A ","73.2","58.1","N/A","0405111","201415"
"Curl Up ","N/A ","81.7","89.2","N/A","0405111","201415"
"Push Up ","N/A ","76.1","67.6","N/A","0405111","201415"
"Mile Run/PACER ","N/A ","85.9","71.6","N/A","0405111","201415"
"All Tests - School ","N/A ","54.9","36.5","N/A","0405111","201415"
"All Tests - District ","47.4 ","54.9","36.5","35.6","0405111","201415"
"Sit & Reach ","N/A ","82.8","79.3","N/A","0405111","201516"
"Curl Up ","N/A ","84.5","86.2","N/A","0405111","201516"
"Push Up ","N/A ","82.8","74.1","N/A","0405111","201516"
"Mile Run/PACER ","N/A ","79.3","55.2","N/A","0405111","201516"
"All Tests - School ","N/A ","62.1","37.9","N/A","0405111","201516"
"All Tests - District ","45.3 ","62.1","37.9","55.8","0405111","201516"
"Sit & Reach ",". ",". ",". ","78.5","0406111","201314"
"Curl Up ",". ",". ",". ","92.3","0406111","201314"
"Push Up ",". ",". ",". ","63.1","0406111","201314"
"Mile Run/PACER ",". ",". ",". ","58.5","0406111","201314"
"All Tests - School ",". ",". ",". ","41.5","0406111","201314"
"All Tests - District ","30.4 ","53.3 ","42.6 ","41.5","0406111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","74.6","0406111","201415"
"Curl Up ","N/A ","N/A ","N/A ","81.4","0406111","201415"
"Push Up ","N/A ","N/A ","N/A ","69.5","0406111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","49.2","0406111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","35.6","0406111","201415"
"All Tests - District ","47.4 ","54.9 ","36.5 ","35.6","0406111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","78.8","0406111","201516"
"Curl Up ","N/A ","N/A ","N/A ","90.4","0406111","201516"
"Push Up ","N/A ","N/A ","N/A ","80.8","0406111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","73.1","0406111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","55.8","0406111","201516"
"All Tests - District ","45.3 ","62.1 ","37.9 ","55.8","0406111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0410111","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0410111","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0410111","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0410111","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0410111","201314"
"All Tests - District ","40.2 ","52.0 ","41.2 ",".","0410111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0410111","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0410111","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0410111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0410111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0410111","201415"
"All Tests - District ","59.2 ","52.5 ","56.2 ","88.0","0410111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0410111","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0410111","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0410111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0410111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0410111","201516"
"All Tests - District ","40.3 ","55.7 ","55.2 ","87.5","0410111","201516"
"Sit & Reach ","78","79","80.4",NA,"0415111","201314"
"Curl Up ","72","84","86.6",NA,"0415111","201314"
"Push Up ","52.4","60","59.8",NA,"0415111","201314"
"Mile Run/PACER ","87.8","86","72.2",NA,"0415111","201314"
"All Tests - School ","40.2","52","41.2",NA,"0415111","201314"
"All Tests - District ","40.2","52","41.2",NA,"0415111","201314"
"Sit & Reach ","91.5","78.2","79.8","N/A","0415111","201415"
"Curl Up ","91.5","89.1","85.4","N/A","0415111","201415"
"Push Up ","70.4","61.4","65.2","N/A","0415111","201415"
"Mile Run/PACER ","87.3","90.1","76.4","N/A","0415111","201415"
"All Tests - School ","59.2","52.5","56.2","N/A","0415111","201415"
"All Tests - District ","59.2","52.5","56.2","88.0","0415111","201415"
"Sit & Reach ","84.7","84.8","81.3","N/A","0415111","201516"
"Curl Up ","76.4","89.9","91.7","N/A","0415111","201516"
"Push Up ","51.4","67.1","63.5","N/A","0415111","201516"
"Mile Run/PACER ","83.3","87.3","80.2","N/A","0415111","201516"
"All Tests - School ","40.3","55.7","55.2","N/A","0415111","201516"
"All Tests - District ","40.3","55.7","55.2","87.5","0415111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0416111","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A ","0416111","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A ","0416111","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0416111","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A ","0416111","201314"
"All Tests - District ","40.2 ","52.0 ","41.2 ",". ","0416111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","88","0416111","201415"
"Curl Up ","N/A ","N/A ","N/A ","96","0416111","201415"
"Push Up ","N/A ","N/A ","N/A ","92","0416111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","92","0416111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","88","0416111","201415"
"All Tests - District ","59.2 ","52.5 ","56.2 ","88","0416111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","100","0416111","201516"
"Curl Up ","N/A ","N/A ","N/A ","95.8","0416111","201516"
"Push Up ","N/A ","N/A ","N/A ","87.5","0416111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","95.8","0416111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","87.5","0416111","201516"
"All Tests - District ","40.3 ","55.7 ","55.2 ","87.5","0416111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0420111","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0420111","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0420111","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0420111","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0420111","201314"
"All Tests - District ","37.7 ","43.8 ","61.0 ","43.0","0420111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0420111","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0420111","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0420111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0420111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0420111","201415"
"All Tests - District ","24.4 ","29.2 ","48.1 ","59.0","0420111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0420111","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0420111","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0420111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0420111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0420111","201516"
"All Tests - District ","34.6 ","77.6 ","81.2 ","45.1","0420111","201516"
"Sit & Reach ","95.9",". ",". ",".","0420311","201314"
"Curl Up ","58.2",". ",". ",".","0420311","201314"
"Push Up ","69.9",". ",". ",".","0420311","201314"
"Mile Run/PACER ","67.8",". ",". ",".","0420311","201314"
"All Tests - School ","37.7",". ",". ",".","0420311","201314"
"All Tests - District ","37.7","43.8 ","61.0 ","43.0","0420311","201314"
"Sit & Reach ","97.8","N/A ","N/A ","N/A","0420311","201415"
"Curl Up ","51.1","N/A ","N/A ","N/A","0420311","201415"
"Push Up ","48.1","N/A ","N/A ","N/A","0420311","201415"
"Mile Run/PACER ","59.3","N/A ","N/A ","N/A","0420311","201415"
"All Tests - School ","24.4","N/A ","N/A ","N/A","0420311","201415"
"All Tests - District ","24.4","29.2 ","48.1 ","59.0","0420311","201415"
"Sit & Reach ","96.2","N/A ","N/A ","N/A","0420311","201516"
"Curl Up ","58.5","N/A ","N/A ","N/A","0420311","201516"
"Push Up ","55.3","N/A ","N/A ","N/A","0420311","201516"
"Mile Run/PACER ","66.7","N/A ","N/A ","N/A","0420311","201516"
"All Tests - School ","34.6","N/A ","N/A ","N/A","0420311","201516"
"All Tests - District ","34.6","77.6 ","81.2 ","45.1","0420311","201516"
"Sit & Reach ",". ","75.2","82.1",".","0425111","201314"
"Curl Up ",". ","82.5","88.6",".","0425111","201314"
"Push Up ",". ","73","82.9",".","0425111","201314"
"Mile Run/PACER ",". ","75.9","75.6",".","0425111","201314"
"All Tests - School ",". ","43.8","61",".","0425111","201314"
"All Tests - District ","37.7 ","43.8","61","43.0","0425111","201314"
"Sit & Reach ","N/A ","73.8","71.8","N/A","0425111","201415"
"Curl Up ","N/A ","66.9","66","N/A","0425111","201415"
"Push Up ","N/A ","80.8","69.9","N/A","0425111","201415"
"Mile Run/PACER ","N/A ","70","69.9","N/A","0425111","201415"
"All Tests - School ","N/A ","29.2","48.1","N/A","0425111","201415"
"All Tests - District ","24.4 ","29.2","48.1","59.0","0425111","201415"
"Sit & Reach ","N/A ","93.4","94.2","N/A","0425111","201516"
"Curl Up ","N/A ","93.4","88.4","N/A","0425111","201516"
"Push Up ","N/A ","83.6","85.5","N/A","0425111","201516"
"Mile Run/PACER ","N/A ","80.3","81.9","N/A","0425111","201516"
"All Tests - School ","N/A ","77.6","81.2","N/A","0425111","201516"
"All Tests - District ","34.6 ","77.6","81.2","45.1","0425111","201516"
"Sit & Reach ",". ",". ",". ","62.2","0426111","201314"
"Curl Up ",". ",". ",". ","77","0426111","201314"
"Push Up ",". ",". ",". ","65.9","0426111","201314"
"Mile Run/PACER ",". ",". ",". ","68.9","0426111","201314"
"All Tests - School ",". ",". ",". ","43","0426111","201314"
"All Tests - District ","37.7 ","43.8 ","61.0 ","43","0426111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","77.9","0426111","201415"
"Curl Up ","N/A ","N/A ","N/A ","78.7","0426111","201415"
"Push Up ","N/A ","N/A ","N/A ","80.3","0426111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","74.6","0426111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","59","0426111","201415"
"All Tests - District ","24.4 ","29.2 ","48.1 ","59","0426111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","74.5","0426111","201516"
"Curl Up ","N/A ","N/A ","N/A ","83.3","0426111","201516"
"Push Up ","N/A ","N/A ","N/A ","72.5","0426111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","67.6","0426111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","45.1","0426111","201516"
"All Tests - District ","34.6 ","77.6 ","81.2 ","45.1","0426111","201516"
"Sit & Reach ","35","* ",". ",".","0430411","201314"
"Curl Up ","90","* ",". ",".","0430411","201314"
"Push Up ","90","* ",". ",".","0430411","201314"
"Mile Run/PACER ","50","* ",". ",".","0430411","201314"
"All Tests - School ","25","* ",". ",".","0430411","201314"
"All Tests - District ","41","45.2 ","41.7 ","29.1","0430411","201314"
"Sit & Reach ","74.5","* ","N/A ","N/A","0430411","201415"
"Curl Up ","80.9","* ","N/A ","N/A","0430411","201415"
"Push Up ","83","* ","N/A ","N/A","0430411","201415"
"Mile Run/PACER ","95.7","* ","N/A ","N/A","0430411","201415"
"All Tests - School ","61.7","* ","N/A ","N/A","0430411","201415"
"All Tests - District ","53.6","42.2 ","44.2 ","40.7","0430411","201415"
"Sit & Reach ","76.1","* ","N/A ","N/A","0430411","201516"
"Curl Up ","80.4","* ","N/A ","N/A","0430411","201516"
"Push Up ","84.8","* ","N/A ","N/A","0430411","201516"
"Mile Run/PACER ","97.8","* ","N/A ","N/A","0430411","201516"
"All Tests - School ","63","* ","N/A ","N/A","0430411","201516"
"All Tests - District ","53","42.7 ","31.3 ","42.1","0430411","201516"
