"",,,,"2011-12",,"2012-13",,"2013-14",,"2014-15",,"2015-16",
"Waterbury School District","=""1510011""","Margaret M. Generali Autism","=""1513511""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Waterbury School District","=""1510011""","Margaret M. Generali Elementary School","=""1511111""",59,10.6,39,6.7,43,6.9,58,9.3,14,2.6
"Waterbury School District","=""1510011""","Michael F. Wallace Autism","=""1512911""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Waterbury School District","=""1510011""","Michael F. Wallace Middle School","=""1515111""",432,33.8,346,28.0,326,27.0,322,26.6,284,23.1
"Waterbury School District","=""1510011""","North End ESC","=""1511811""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Waterbury School District","=""1510011""","North End Middle School","=""1515311""",338,27.9,320,27.5,249,23.1,249,23.8,268,26.9
"Waterbury School District","=""1510011""","Reed ESC","=""1512411""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Waterbury School District","=""1510011""","Reed School","=""1513411""","N/A","N/A",49,14.6,54,14.3,71,16.6,65,15.0
"Waterbury School District","=""1510011""","Regan School","=""1512811""",42,14.8,27,10.6,21,7.9,15,5.2,20,7.4
"Waterbury School District","=""1510011""","Rotella Interdistrict Magnet School","=""1513311""",22,3.6,"*","*",9,1.5,23,3.8,18,2.9
"Waterbury School District","=""1510011""","SAGE","=""3480415""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Waterbury School District","=""1510011""","Special Education Preschool","=""1518011""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Waterbury School District","=""1510011""","Sprague School","=""1512011""",47,12.3,44,10.5,75,14.4,46,9.8,40,8.4
"Waterbury School District","=""1510011""","State Street School","=""1519011""",62,63.3,79,76.7,80,80.8,69,76.7,45,61.6
"Waterbury School District","=""1510011""","Walsh School","=""1512211""",94,17.4,67,12.8,82,16.3,78,16.9,42,10.6
"Waterbury School District","=""1510011""","Washington School","=""1512311""",47,13.5,31,8.8,31,8.8,30,8.4,22,6.9
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (High)","=""1516011""",84,18.8,59,12.7,96,19.9,92,19.3,95,20.3
"Waterbury School District","=""1510011""","Waterbury Arts Magnet School (Middle)","=""1515011""",78,23.7,54,16.2,67,20.2,52,15.8,41,12.7
"Waterbury School District","=""1510011""","Waterbury Career Academy","=""1516711""","N/A","N/A","N/A","N/A",16,6.7,53,11.3,70,10.3
"Waterbury School District","=""1510011""","Wendell L. Cross School","=""1510811""",13,3.5,6,1.7,7,1.9,14,3.9,"*","*"
"Waterbury School District","=""1510011""","West Side Middle School","=""1515211""",330,30.0,338,31.0,315,29.9,306,29.3,356,33.6
"Waterbury School District","=""1510011""","Wilby ESC","=""1511711""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Waterbury School District","=""1510011""","Wilby High School","=""1516311""",504,37.2,612,44.8,600,45.3,490,38.3,584,49.0
"Waterbury School District","=""1510011""","Woodrow Wilson BDLC","=""1511211""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",11,50.0
"Waterbury School District","=""1510011""","Woodrow Wilson School","=""1513211""",32,7.6,33,7.7,61,13.8,88,20.2,60,14.0
"Waterford School District","=""1520011""","Autism Class","=""1521111""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Waterford School District","=""1520011""","Avery Point Transition Program","=""1520311""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",69,10.0,54,7.9,53,8.0,61,9.2,58,8.6
"Waterford School District","=""1520011""","Great Neck Elementary School","=""1520211""","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""",7,1.7,7,1.8,14,3.7,13,3.7,8,2.2
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""",6,1.7,"*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School","=""1526111""",87,9.7,69,8.2,80,9.8,85,10.2,71,8.6
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""",6,1.9,7,2.3,11,3.8,"*","*","*","*"
"Watertown School District","=""1530011""","John Trumbull Primary School","=""1530211""","*","*","*","*","*","*","*","*",6,0.9
"Watertown School District","=""1530011""","Polk School","=""1530411""",19,5.5,26,7.7,21,6.2,8,2.3,"*","*"
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""",79,10.2,76,9.9,71,9.6,49,7.2,72,10.7
"Watertown School District","=""1530011""","Watertown High School","=""1536111""",152,16.1,131,14.3,139,15.8,100,11.6,99,11.5
"West Hartford School District","=""1550011""","Achieve","=""1559111""","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""",6,1.4,"*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""",14,3.4,9,2.2,20,4.9,19,4.6,24,5.7
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","*","*","*","*","N/A","N/A","*","*","*","*"
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""",16,5.3,8,2.6,6,1.9,9,2.8,"N/A","N/A"
"West Hartford School District","=""1550011""","Conard High School","=""1556111""",112,7.7,95,6.2,112,7.5,98,6.6,81,5.3
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"West Hartford School District","=""1550011""","Hall High School","=""1556211""",119,7.7,95,6.5,102,7.0,107,7.4,90,6.2
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""",39,4.4,34,3.7,43,4.7,44,4.7,62,6.5
"West Hartford School District","=""1550011""","Morley School","=""1550911""","*","*","*","*","N/A","N/A","N/A","N/A","*","*"
"West Hartford School District","=""1550011""","Norfeldt Learning Center","=""1559411""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","*","*","*","*",6,1.6,"*","*",6,1.7
"West Hartford School District","=""1550011""","REACH","=""1557311""","N/A","N/A","N/A","N/A","N/A","N/A",19,52.8,22,57.9
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""",11,39.3,"*","*","*","*","*","*","N/A","N/A"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""",100,10.5,53,5.9,64,7.5,64,7.5,101,11.6
"West Hartford School District","=""1550011""","Smith School","=""1551711""","*","*","N/A","N/A","*","*","N/A","N/A",8,2.2
"West Hartford School District","=""1550011""","Strive-West Hartford","=""1559211""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",10,29.4
"West Hartford School District","=""1550011""","WAAVE (W Hartford Applied Academic/Voc'l Experience)","=""1559011""","N/A","*","N/A","*","N/A","*","N/A","*","N/A","*"
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","*","*","*","*",8,1.8,"*","*","*","*"
"West Hartford School District","=""1550011""","Whiting Lane Learning Center","=""1559511""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*","*"
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""",7,1.2,"N/A","N/A","N/A","N/A","*","*","*","*"
"West Hartford School District","=""1550011""","Wolcott Learning Center","=""1559611""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""",7,1.4,"*","*",7,1.4,"*","*","*","*"
"West Haven School District","=""1560011""","ASD Lab","=""1561111""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","*","*","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"West Haven School District","=""1560011""","Blended","=""1560711""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","*"
"West Haven School District","=""1560011""","Blended (Molloy)","=""1560511""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""",58,6.3,32,3.6,44,5.1,55,6.4,36,4.0
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""",11,2.8,"*","*",9,2.5,10,3.0,"N/A","N/A"
"West Haven School District","=""1560011""","Forest School","=""1560311""","*","*","N/A","N/A","N/A","N/A","*","*","*","*"
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""",184,18.9,159,17.6,154,17.8,65,7.3,110,13.0
"West Haven School District","=""1560011""","Life Skills","=""1560111""","N/A","N/A","N/A","N/A","N/A","*","N/A","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","N/A","N/A","N/A","N/A","N/A","N/A",21,50.0,17,47.2
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""",17,3.3,14,2.6,6,1.2,20,4.1,9,1.8
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""",7,1.5,"N/A","N/A","N/A","N/A","*","*","N/A","N/A"
"West Haven School District","=""1560011""","Washington School","=""1561211""",7,1.5,9,2.0,6,1.3,26,5.5,21,4.4
"West Haven School District","=""1560011""","West Haven High School","=""1566111""",442,28.4,392,24.6,267,17.0,207,13.6,233,15.9
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""",59,19.7,28,9.9,13,4.6,"*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""",18,6.3,19,6.7,"*","*","*","*","*","*"
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Weston School District","=""1570011""","Weston High School","=""1576111""",14,1.9,20,2.6,13,1.7,12,1.5,20,2.4
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","N/A","N/A","N/A","N/A","*","*","N/A","N/A","N/A","N/A"
"Weston School District","=""1570011""","Weston Middle School","=""1575111""",20,3.2,31,4.9,24,3.9,13,2.1,31,5.3
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""",19,2.2,"*","*",9,1.0,13,1.5,10,1.2
"Westport School District","=""1580011""","CES Segregated","=""1580111""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""",6,1.3,"*","*",8,1.8,9,2.1,7,1.7
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""",7,1.4,15,2.9,8,1.5,15,2.7,10,1.9
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","*","*","N/A","N/A",9,2.0,"*","*","*","*"
"Westport School District","=""1580011""","Green's Farms Segregated","=""1580211""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","*","*","*","*","*","*","N/A","N/A","*","*"
"Westport School District","=""1580011""","King's Highway Segregated","=""1580611""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*"
"Westport School District","=""1580011""","Long Lots School","=""1580711""","*","*","N/A","N/A","*","*","*","*","N/A","N/A"
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","*","*","N/A","N/A","*","*",6,1.1,"*","*"
"Westport School District","=""1580011""","Staples High School","=""1586111""",42,2.3,17,0.9,52,2.8,55,3.0,40,2.1
"Westport School District","=""1580011""","Stepping Stones Preschool","=""1588011""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","*","*","*","*","*","*","*","*","*","*"
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","*","*","N/A","N/A",9,2.9,7,2.2,15,4.6
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","*","*","*","*",6,1.4,12,2.8,"*","*"
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""",8,1.9,"*","*","*","*",12,2.8,"*","*"
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","*","*",8,1.9,10,2.5,7,1.8,"*","*"
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""",42,6.8,30,5.1,31,5.2,24,4.3,51,9.3
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""",72,6.4,80,6.9,54,4.6,55,4.7,71,6.1
"Willington School District","=""1600011""","Center School","=""1600111""","*","*","*","*","N/A","N/A","*","*","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""",15,5.3,12,4.2,18,6.8,10,5.0,6,3.2
"Wilton School District","=""1610011""","Cider Mill School","=""1610711""","*","*",7,0.7,"*","*","*","*","*","*"
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",28,2.6,10,0.9,22,2.1,53,5.1,24,2.3
"Wilton School District","=""1610011""","Miller-Driscoll School","=""1610511""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Wilton School District","=""1610011""","Wilton High School","=""1616111""",23,1.8,28,2.2,16,1.2,16,1.2,19,1.4
"Wilton School District","=""1610011""","Wilton-Westport Evening School","=""1610111""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","N/A","N/A",6,2.9,"N/A","N/A","*","*","N/A","N/A"
"Winchester School District","=""1620011""","Mary P. Hinsdale School","=""1620211""","*","*","*","*","N/A","N/A","*","*","N/A","N/A"
"Winchester School District","=""1620011""","Pearson Middle School","=""1625111""",25,12.0,19,9.8,"*","*",6,3.8,11,6.5
"Winchester School District","=""1620011""","WISE Academy","=""1620111""","N/A","N/A",8,"*",11,"*","*","*","N/A","N/A"
"Windham School District","=""1630011""","Charles H. Barrows STEM Academy","=""1630411""","N/A","N/A","N/A","N/A",18,6.1,20,4.7,37,7.0
"Windham School District","=""1630011""","Early Headstart","=""1638011""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Windham School District","=""1630011""","Natchaug School","=""1630111""",11,4.7,44,12.1,41,12.0,37,11.1,23,7.4
"Windham School District","=""1630011""","North Windham ASD Program","=""1630811""","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A","*"
"Windham School District","=""1630011""","North Windham School","=""1630311""",15,3.6,28,5.4,36,7.7,25,5.2,22,4.7
"Windham School District","=""1630011""","Partial Day Program","=""1638411""",6,"*","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Windham School District","=""1630011""","Sweeney Medically Fragile Program","=""1630911""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Windham School District","=""1630011""","W. B. Sweeney School","=""1630611""","*","*",12,3.4,15,5.1,17,6.2,7,2.6
"Windham School District","=""1630011""","Windham Center School","=""1630511""",15,5.2,16,4.7,17,5.7,10,3.6,18,6.3
"Windham School District","=""1630011""","Windham Early Childhood Prospect Street","=""1638311""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Windham School District","=""1630011""","Windham Early Childhood Tuckie Road","=""1631011""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Windham School District","=""1630011""","Windham High School","=""1636111""",274,38.1,232,35.7,241,39.6,156,28.5,177,30.8
"Windham School District","=""1630011""","Windham Middle School","=""1635111""",275,28.0,194,26.7,194,29.4,189,32.1,174,30.0
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",7,1.6,"*","*","*","*","*","*","N/A","N/A"
"Windsor Locks School District","=""1650011""","Pine Meadow Academy","=""1650611""","N/A","N/A","N/A","N/A","N/A","N/A",8,26.7,"*","*"
"Windsor Locks School District","=""1650011""","RISE Transition Academy","=""1650211""","N/A","N/A","N/A","N/A","N/A","N/A","N/A","*","N/A","*"
"Windsor Locks School District","=""1650011""","South Elementary School","=""1650411""",12,3.2,8,2.2,"*","*","*","*","*","*"
"Windsor Locks School District","=""1650011""","Windsor Locks High School","=""1656111""",91,16.5,83,15.1,81,15.7,81,17.5,92,21.3
