district,school,language,total_enrollment,els,school_code,check_sch_col,check_dist_col
West Hartford School District,Braeburn School,Spanish,19,10,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Portuguese,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Polish,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Greek,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Albanian,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Arabic,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Farsi,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,German,7,6,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Malayalam,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Rumanian,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Russian,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Serbo-Croatian,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Urdu,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Vietnamese,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Amharic,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Nepali,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Mandarin,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Braeburn School,Tagalog,<=5,<=5,1550211,Braeburn School,West Hartford School District
West Hartford School District,Bugbee School,Spanish,9,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Portuguese,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Arabic,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Dutch,6,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,French,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Gujarati,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Hindi,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Russian,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Urdu,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Vietnamese,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Nepali,<=5,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Bugbee School,Mandarin,7,<=5,1550411,Bugbee School,West Hartford School District
West Hartford School District,Charter Oak International Academy,Spanish,61,23,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Portuguese,10,6,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Lao,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Polish,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Bengali,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Dari,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,French,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,German,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Punjabi,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Tamil,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Turkish,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Urdu,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Vietnamese,19,6,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Amharic,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Nepali,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Mandarin,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Charter Oak International Academy,Tagalog,<=5,<=5,1550511,Charter Oak International Academy,West Hartford School District
West Hartford School District,Duffy School,Spanish,22,13,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Portuguese,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Lao,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Italian,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Polish,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Albanian,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Arabic,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Dutch,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,French,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Hindi,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Japanese,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Lithuanian,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Tamil,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Telugu,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Tigrinya,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Vietnamese,10,7,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Nepali,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Duffy School,Mandarin,<=5,<=5,1550611,Duffy School,West Hartford School District
West Hartford School District,Morley School,Spanish,14,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Portuguese,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Lao,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Polish,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,German,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Japanese,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Hebrew,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Lithuanian,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Russian,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Amharic,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Mandarin,7,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Morley School,Fujianese,<=5,<=5,1550911,Morley School,West Hartford School District
West Hartford School District,Norfeldt School,Spanish,8,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Portuguese,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Italian,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Polish,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,French,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,German,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Gujarati,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Japanese,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Hebrew,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Malayalam,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Marathi,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Russian,6,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Tamil,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Turkish,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Vietnamese,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Nepali,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Cantonese,<=5,<=5,1551011,Norfeldt School,West Hartford School District
West Hartford School District,Norfeldt School,Mandarin,20,<=5,1551011,Norfeldt School,West Hartford School District
