2007_08,2008_09,2009_10,2010_11,2011_12,2012_13,2013_14,2014_15,2015_16,2016_17,district,district_code,school,school_code,total,year
,,,,,,1092,,,,Danbury School District,0340011,Broadview Middle School,0345111,1092,2013-14
,,,,,,139,,,,Danbury School District,0340011,DPS Early Childhood Center,0340111,139,2013-14
,,,,,,2878,,,,Danbury School District,0340011,Danbury High School,0346111,2878,2013-14
,,,,,,435,,,,Danbury School District,0340011,Ellsworth Avenue School,0341411,435,2013-14
,,,,,,356,,,,Danbury School District,0340011,Great Plain School,0341111,356,2013-14
,,,,,,469,,,,Danbury School District,0340011,Hayestown Avenue School,0340211,469,2013-14
,,,,,,370,,,,Danbury School District,0340011,King Street Intermediate School,0341711,370,2013-14
,,,,,,417,,,,Danbury School District,0340011,King Street Primary School,0341311,417,2013-14
,,,,,,412,,,,Danbury School District,0340011,Mill Ridge Primary School,0340511,412,2013-14
,,,,,,468,,,,Danbury School District,0340011,Morris Street School,0340611,468,2013-14
,,,,,,433,,,,Danbury School District,0340011,Park Avenue School,0340811,433,2013-14
,,,,,,376,,,,Danbury School District,0340011,Pembroke School,0341511,376,2013-14
,,,,,,1200,,,,Danbury School District,0340011,Rogers Park Middle School,0345211,1200,2013-14
,,,,,,416,,,,Danbury School District,0340011,Shelter Rock School,0341211,416,2013-14
,,,,,,375,,,,Danbury School District,0340011,South Street School,0341011,375,2013-14
,,,,,,432,,,,Danbury School District,0340011,Stadley Rough School,0341611,432,2013-14
,,,,,,423,,,,Danbury School District,0340011,Western CT Academy of International Studies Elementary Magnet School,0341911,423,2013-14
,,,,,,1354,,,,Darien School District,0350011,Darien High School,0356111,1354,2013-14
,,,,,,565,,,,Darien School District,0350011,Hindley Elementary School,0350211,565,2013-14
,,,,,,454,,,,Darien School District,0350011,Holmes Elementary School,0350711,454,2013-14
,,,,,,1128,,,,Darien School District,0350011,Middlesex Middle School,0355111,1128,2013-14
,,,,,,458,,,,Darien School District,0350011,Ox Ridge Elementary School,0351311,458,2013-14
,,,,,,452,,,,Darien School District,0350011,Royle Elementary School,0350511,452,2013-14
,,,,,,492,,,,Darien School District,0350011,Tokeneke Elementary School,0350611,492,2013-14
,,,,,,330,,,,Deep River School District,0360011,Deep River Elementary School,0360111,330,2013-14
,,,,,,*,,,,Department of Mental Health and Addiction Services,3370015,Connecticut Valley Hospital,3370215,*,2013-14
,,,,,,*,,,,Department of Mental Health and Addiction Services,3370015,Greater Bridgeport Community Mental Health Center,3370515,*,2013-14
,,,,,,376,,,,Derby School District,0370011,Bradley School,0370611,376,2013-14
,,,,,,381,,,,Derby School District,0370011,Derby High School,0376111,381,2013-14
,,,,,,364,,,,Derby School District,0370011,Derby Middle School,0375011,364,2013-14
,,,,,,378,,,,Derby School District,0370011,Irving School,0370411,378,2013-14
,,,,,,194,,,,East Granby School District,0400011,Allgrove School,0400111,194,2013-14
,,,,,,259,,,,East Granby School District,0400011,East Granby High School,0406111,259,2013-14
,,,,,,208,,,,East Granby School District,0400011,East Granby Middle School,0405111,208,2013-14
,,,,,,207,,,,East Granby School District,0400011,R. Dudley Seymour School,0400211,207,2013-14
,,,,,,326,,,,East Haddam School District,0410011,East Haddam Elementary School,0410111,326,2013-14
,,,,,,372,,,,East Haddam School District,0410011,Nathan Hale-Ray High School,0416111,372,2013-14
,,,,,,488,,,,East Haddam School District,0410011,Nathan Hale-Ray Middle School,0415111,488,2013-14
,,,,,,295,,,,East Hampton School District,0420011,Center School,0420311,295,2013-14
,,,,,,520,,,,East Hampton School District,0420011,East Hampton High School,0426111,520,2013-14
,,,,,,423,,,,East Hampton School District,0420011,East Hampton Middle School,0425111,423,2013-14
,,,,,,626,,,,East Hampton School District,0420011,Memorial School,0420111,626,2013-14
,,,,,,7,,,,East Hampton School District,0420011,The Learning Center at East Hampton,0429011,7,2013-14
,,,,,,296,,,,East Hartford School District,0430011,Anna E. Norris School,0430911,296,2013-14
,,,,,,197,,,,East Hartford School District,0430011,Connecticut IB Academy,0436311,197,2013-14
,,,,,,364,,,,East Hartford School District,0430011,Dr. Franklin H. Mayberry School,0430611,364,2013-14
,,,,,,402,,,,East Hartford School District,0430011,Dr. John A. Langford School,0432211,402,2013-14
,,,,,,533,,,,East Hartford School District,0430011,Dr. Thomas S. O'Connell School,0431011,533,2013-14
,,,,,,1682,,,,East Hartford School District,0430011,East Hartford High School,0436211,1682,2013-14
,,,,,,1101,,,,East Hartford School District,0430011,East Hartford Middle School,0435111,1101,2013-14
,,,,,,343,,,,East Hartford School District,0430011,Governor William Pitkin School,0432011,343,2013-14
,,,,,,322,,,,East Hartford School District,0430011,Hockanum School,0430511,322,2013-14
,,,,,,301,,,,East Hartford School District,0430011,Joseph O. Goodwin School,0430411,301,2013-14
,,,,,,498,,,,East Hartford School District,0430011,Robert J. O'Brien School,0431811,498,2013-14
,,,,,,304,,,,East Hartford School District,0430011,Silver Lane School,0431211,304,2013-14
,,,,,,105,,,,East Hartford School District,0430011,Stevens Alternate High School,0436411,105,2013-14
,,,,,,253,,,,East Hartford School District,0430011,Sunset Ridge Middle School,0432411,253,2013-14
,,,,,,231,,,,East Hartford School District,0430011,Willowbrook Early Childhood,0438011,231,2013-14
,,,,,,199,,,,East Hartford School District,0430011,Woodland School,0439011,199,2013-14
,,,,,,269,,,,East Haven School District,0440011,Carbone School/East Haven Academy,0441711,269,2013-14
,,,,,,215,,,,East Haven School District,0440011,D. C. Moore School,0441411,215,2013-14
,,,,,,329,,,,East Haven School District,0440011,Deer Run School,0440111,329,2013-14
,,,,,,202,,,,East Haven School District,0440011,Dominick H. Ferrara School,0441311,202,2013-14
,,,,,,907,,,,East Haven School District,0440011,East Haven High School,0446111,907,2013-14
,,,,,,173,,,,East Haven School District,0440011,Grove J. Tuttle School,0441011,173,2013-14
,,,,,,571,,,,East Haven School District,0440011,Joseph Melillo Middle School,0445111,571,2013-14
,,,,,,152,,,,East Haven School District,0440011,Momauguin School,0440711,152,2013-14
,,,,,,193,,,,East Haven School District,0440011,Overbrook Elementary School,0441811,193,2013-14
,,,,,,40,,,,East Haven School District,0440011,Pathways,0449011,40,2013-14
,,,,,,1063,,,,East Lyme School District,0450011,East Lyme High School,0456111,1063,2013-14
,,,,,,875,,,,East Lyme School District,0450011,East Lyme Middle School,0455111,875,2013-14
,,,,,,354,,,,East Lyme School District,0450011,Flanders School,0450111,354,2013-14
,,,,,,41,,,,East Lyme School District,0450011,Integrated Preschool,0458011,41,2013-14
,,,,,,339,,,,East Lyme School District,0450011,Lillie B. Haynes School,0450411,339,2013-14
,,,,,,190,,,,East Lyme School District,0450011,Niantic Center School,0450211,190,2013-14
,,,,,,506,,,,East Windsor School District,0470011,Broad Brook Elementary School,0470111,506,2013-14
,,,,,,348,,,,East Windsor School District,0470011,East Windsor High School,0476111,348,2013-14
,,,,,,345,,,,East Windsor School District,0470011,East Windsor Middle School,0475411,345,2013-14
,,,,,,144,,,,Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Arts at the Capitol Theater Magnet School (ACT),2536014,144,2013-14
,,,,,,95,,,,Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,EastConn Special Education,2539014,95,2013-14
,,,,,,127,,,,Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Quinebaug Middle College,2536114,127,2013-14
,,,,,,152,,,,Eastford School District,0390011,Eastford Elementary School,0390111,152,2013-14
,,,,,,351,,,,Easton School District,0460011,Helen Keller Middle School,0465111,351,2013-14
,,,,,,610,,,,Easton School District,0460011,Samuel Staples Elementary School,0460111,610,2013-14
,,,,,,189,,,,EdAdvance,2420014,EdAdvance Headstart,2428014,189,2013-14
,,,,,,40,,,,EdAdvance,2420014,The ACCESS School at The Danuta M. Thibodeau Education Center,2429014,40,2013-14
,,,,,,393,,,,Ellington School District,0480011,Center School,0480111,393,2013-14
,,,,,,203,,,,Ellington School District,0480011,Crystal Lake School,0480211,203,2013-14
,,,,,,797,,,,Ellington School District,0480011,Ellington High School,0486111,797,2013-14
,,,,,,409,,,,Ellington School District,0480011,Ellington Middle School,0485111,409,2013-14
,,,,,,416,,,,Ellington School District,0480011,Windermere Intermediate School,0480711,416,2013-14
,,,,,,439,,,,Ellington School District,0480011,Windermere School,0480611,439,2013-14
,,,,,,624,,,,Elm City College Preparatory School District,2890013,Elm City College Preparatory School,2890113,624,2013-14
,,,,,,336,,,,Enfield School District,0490011,Edgar H. Parkman School,0491311,336,2013-14
,,,,,,384,,,,Enfield School District,0490011,Eli Whitney School,0491611,384,2013-14
,,,,,,707,,,,Enfield School District,0490011,Enfield High School,0496111,707,2013-14
,,,,,,288,,,,Enfield School District,0490011,Enfield Street School,0490211,288,2013-14
,,,,,,15,,,,Enfield School District,0490011,Enfield Transitional Learning Academy,0499011,15,2013-14
,,,,,,918,,,,Enfield School District,0490011,Enrico Fermi High School,0496211,918,2013-14
,,,,,,354,,,,Enfield School District,0490011,Hazardville Memorial School,0490411,354,2013-14
,,,,,,104,,,,Enfield School District,0490011,Head Start Program,0498011,104,2013-14
,,,,,,340,,,,Enfield School District,0490011,Henry Barnard School,0491811,340,2013-14
,,,,,,1121,,,,Enfield School District,0490011,John F. Kennedy Middle School,0495211,1121,2013-14
,,,,,,221,,,,Enfield School District,0490011,Nathan Hale School,0491111,221,2013-14
,,,,,,418,,,,Enfield School District,0490011,Prudence Crandall School,0491511,418,2013-14
,,,,,,508,,,,Essex School District,0500011,Essex Elementary School,0500111,508,2013-14
,,,,,,83,,,,Explorations District,2720013,Explorations,2726113,83,2013-14
,,,,,,453,,,,Fairfield School District,0510011,Burr Elementary School,0510211,453,2013-14
,,,,,,306,,,,Fairfield School District,0510011,Dwight Elementary School,0510111,306,2013-14
,,,,,,110,,,,Fairfield School District,0510011,Early Childhood Center,0518011,110,2013-14
,,,,,,1509,,,,Fairfield School District,0510011,Fairfield Ludlowe High School,0516011,1509,2013-14
,,,,,,1459,,,,Fairfield School District,0510011,Fairfield Warde High School,0516211,1459,2013-14
,,,,,,926,,,,Fairfield School District,0510011,Fairfield Woods Middle School,0515211,926,2013-14
,,,,,,398,,,,Fairfield School District,0510011,Holland Hill School,0510411,398,2013-14
,,,,,,327,,,,Fairfield School District,0510011,Jennings School,0511711,327,2013-14
,,,,,,458,,,,Fairfield School District,0510011,McKinley School,0510611,458,2013-14
,,,,,,429,,,,Fairfield School District,0510011,Mill Hill School,0510711,429,2013-14
,,,,,,444,,,,Fairfield School District,0510011,North Stratfield School,0511611,444,2013-14
,,,,,,526,,,,Fairfield School District,0510011,Osborn Hill School,0511811,526,2013-14
,,,,,,399,,,,Fairfield School District,0510011,Riverfield School,0511211,399,2013-14
,,,,,,860,,,,Fairfield School District,0510011,Roger Ludlowe Middle School,0515311,860,2013-14
,,,,,,457,,,,Fairfield School District,0510011,Sherman School,0511311,457,2013-14
,,,,,,497,,,,Fairfield School District,0510011,Stratfield School,0511411,497,2013-14
,,,,,,698,,,,Fairfield School District,0510011,Tomlinson Middle School,0515111,698,2013-14
,,,,,,433,,,,Farmington School District,0520011,East Farms School,0520411,433,2013-14
,,,,,,76,,,,Farmington School District,0520011,Farmington Collaborative PK,0528011,76,2013-14
,,,,,,1314,,,,Farmington School District,0520011,Farmington High School,0526111,1314,2013-14
,,,,,,571,,,,Farmington School District,0520011,Irving A. Robbins Middle School,0525111,571,2013-14
,,,,,,338,,,,Farmington School District,0520011,Noah Wallace School,0520211,338,2013-14
,,,,,,316,,,,Farmington School District,0520011,Union School,0520111,316,2013-14
,,,,,,341,,,,Farmington School District,0520011,West District School,0520311,341,2013-14
,,,,,,620,,,,Farmington School District,0520011,West Woods Upper Elementary School,0520511,620,2013-14
,,,,,,181,,,,Franklin School District,0530011,Franklin Elementary School,0530111,181,2013-14
,,,,,,479,,,,Glastonbury School District,0540011,Buttonball Lane School,0540211,479,2013-14
,,,,,,294,,,,Glastonbury School District,0540011,Eastbury School,0540311,294,2013-14
,,,,,,509,,,,Glastonbury School District,0540011,Gideon Welles School,0540811,509,2013-14
,,,,,,2140,,,,Glastonbury School District,0540011,Glastonbury High School,0546111,2140,2013-14
,,,,,,441,,,,Glastonbury School District,0540011,Hebron Avenue School,0540411,441,2013-14
,,,,,,438,,,,Glastonbury School District,0540011,Hopewell School,0540611,438,2013-14
,,,,,,38,,,,Glastonbury School District,0540011,Links Academy,0540111,38,2013-14
,,,,,,413,,,,Glastonbury School District,0540011,Naubuc School,0540711,413,2013-14
,,,,,,609,,,,Glastonbury School District,0540011,Nayaug Elementary School,0540911,609,2013-14
,,,,,,1034,,,,Glastonbury School District,0540011,Smith Middle School,0545211,1034,2013-14
,,,,,,390,,,,Granby School District,0560011,Frank M. Kearns Primary School,0560111,390,2013-14
,,,,,,724,,,,Granby School District,0560011,Granby Memorial High School,0566111,724,2013-14
,,,,,,332,,,,Granby School District,0560011,Granby Memorial Middle School,0565111,332,2013-14
,,,,,,316,,,,Granby School District,0560011,Kelly Lane Primary School,0560411,316,2013-14
,,,,,,288,,,,Granby School District,0560011,Wells Road Intermediate School,0560311,288,2013-14
,,,,,,595,,,,Greenwich School District,0570011,Central Middle School,0575111,595,2013-14
,,,,,,444,,,,Greenwich School District,0570011,Cos Cob School,0570211,444,2013-14
,,,,,,779,,,,Greenwich School District,0570011,Eastern Middle School,0575211,779,2013-14
,,,,,,405,,,,Greenwich School District,0570011,Glenville School,0570411,405,2013-14
,,,,,,2636,,,,Greenwich School District,0570011,Greenwich High School,0576111,2636,2013-14
,,,,,,386,,,,Greenwich School District,0570011,Hamilton Avenue School,0570511,386,2013-14
,,,,,,378,,,,Greenwich School District,0570011,International School At Dundee,0571311,378,2013-14
,,,,,,344,,,,Greenwich School District,0570011,Julian Curtiss School,0570311,344,2013-14
,,,,,,264,,,,Greenwich School District,0570011,New Lebanon School,0570611,264,2013-14
,,,,,,447,,,,Greenwich School District,0570011,North Mianus School,0570711,447,2013-14
,,,,,,394,,,,Greenwich School District,0570011,North Street School,0570811,394,2013-14
,,,,,,428,,,,Greenwich School District,0570011,Old Greenwich School,0570911,428,2013-14
,,,,,,265,,,,Greenwich School District,0570011,Parkway School,0571111,265,2013-14
,,,,,,496,,,,Greenwich School District,0570011,Riverside School,0571011,496,2013-14
,,,,,,504,,,,Greenwich School District,0570011,Western Middle School,0575311,504,2013-14
,,,,,,786,,,,Griswold School District,0580011,Griswold Elementary School,0580311,786,2013-14
,,,,,,602,,,,Griswold School District,0580011,Griswold High School,0586211,602,2013-14
,,,,,,577,,,,Griswold School District,0580011,Griswold Middle School,0585111,577,2013-14
,,,,,,449,,,,Groton School District,0590011,Carl C. Cutler Middle School,0595311,449,2013-14
,,,,,,411,,,,Groton School District,0590011,Catherine Kolnaski Magnet School,0592011,411,2013-14
,,,,,,385,,,,Groton School District,0590011,Charles Barnum School,0591811,385,2013-14
,,,,,,362,,,,Groton School District,0590011,Claude Chester School,0590311,362,2013-14
,,,,,,422,,,,Groton School District,0590011,Mary Morrisson School,0591711,422,2013-14
,,,,,,410,,,,Groton School District,0590011,Northeast Academy Elementary School,0591911,410,2013-14
