school_code,district_code,district,school,no,yes,total,year
1380311,1380011,Stratford School District,Chapel School,487,28,515,2016-17
1382311,1380011,Stratford School District,DLC Whitney,6,0,6,2016-17
1385211,1380011,Stratford School District,David Wooster Middle School,528,12,540,2016-17
1382111,1380011,Stratford School District,Franklin STEPS K-2,*,0,*,2016-17
1380411,1380011,Stratford School District,Franklin School,253,24,277,2016-17
1385311,1380011,Stratford School District,Harry B. Flood Middle School,568,18,586,2016-17
1382011,1380011,Stratford School District,High School STEPS 9-12,7,0,7,2016-17
1380711,1380011,Stratford School District,High School Sails,*,*,11,2016-17
1382711,1380011,Stratford School District,IPP Class Room - Second Hill Lane,*,*,6,2016-17
1381111,1380011,Stratford School District,IPP Classroom - Johnson,*,0,*,2016-17
1381211,1380011,Stratford School District,Johnson House STEPS 3-6,9,0,9,2016-17
1380811,1380011,Stratford School District,Lordship School,256,13,269,2016-17
1381911,1380011,Stratford School District,Middle School STEPS 7-8,*,0,*,2016-17
1381811,1380011,Stratford School District,Middle School Sails,*,*,6,2016-17
1380911,1380011,Stratford School District,Nichols School,379,33,412,2016-17
1381011,1380011,Stratford School District,Second Hill Lane School,541,84,625,2016-17
1382611,1380011,Stratford School District,Steps K-2 Nichols,*,0,*,2016-17
1381511,1380011,Stratford School District,Stratford Academy - Johnson House,384,17,401,2016-17
1382211,1380011,Stratford School District,Stratford Academy - Victoria Soto School,251,25,276,2016-17
1386111,1380011,Stratford School District,Stratford High School,863,57,920,2016-17
1389011,1380011,Stratford School District,Strive-Stratford,*,*,19,2016-17
1381411,1380011,Stratford School District,Wilcoxson School,331,23,354,2016-17
1390411,1390011,Suffield School District,A. Ward Spaulding School,472,8,480,2016-17
1390311,1390011,Suffield School District,McAlister Intermediate School,462,8,470,2016-17
1396111,1390011,Suffield School District,Suffield High School,*,*,798,2016-17
1395111,1390011,Suffield School District,Suffield Middle School,*,*,523,2016-17
2696113,2690013,The Bridge Academy District,The Bridge Academy,274,7,281,2016-17
9026122,9020022,The Gilbert School District,The Gilbert School,548,14,562,2016-17
1400111,1400011,Thomaston School District,Black Rock School,255,7,262,2016-17
1400211,1400011,Thomaston School District,Thomaston Center School,*,*,205,2016-17
1406211,1400011,Thomaston School District,Thomaston High School,*,*,428,2016-17
1410211,1410011,Thompson School District,District Autism Program,*,0,*,2016-17
1410111,1410011,Thompson School District,Mary R. Fisher Elementary School,*,*,411,2016-17
1415111,1410011,Thompson School District,Thompson Middle School,*,*,346,2016-17
1416111,1410011,Thompson School District,Tourtellotte Memorial High School,247,0,247,2016-17
1420111,1420011,Tolland School District,Birch Grove Primary School,*,*,499,2016-17
1420311,1420011,Tolland School District,TALC,9,0,9,2016-17
1426111,1420011,Tolland School District,Tolland High School,*,*,815,2016-17
1420211,1420011,Tolland School District,Tolland Intermediate School,*,*,537,2016-17
1425111,1420011,Tolland School District,Tolland Middle School,602,0,602,2016-17
1430111,1430011,Torrington School District,East School,347,18,365,2016-17
1431511,1430011,Torrington School District,ABC / Forbes School,*,0,*,2016-17
1432411,1430011,Torrington School District,ABC / Torringford,*,0,*,2016-17
1432211,1430011,Torrington School District,East TPS - PreK - Reg Ed,48,0,48,2016-17
1430211,1430011,Torrington School District,Forbes School,312,61,373,2016-17
1431611,1430011,Torrington School District,Pre-K SpEd,19,0,19,2016-17
1430811,1430011,Torrington School District,Southwest School,274,40,314,2016-17
1432311,1430011,Torrington School District,Torringford Community Outreach,*,0,*,2016-17
1430911,1430011,Torrington School District,Torringford School,513,70,583,2016-17
1431411,1430011,Torrington School District,Torrington Expulsion Program,*,0,*,2016-17
1436111,1430011,Torrington School District,Torrington High School,846,51,897,2016-17
1435111,1430011,Torrington School District,Torrington Middle School,981,48,1029,2016-17
1431311,1430011,Torrington School District,Vogel-Wetmore School,375,87,462,2016-17
2785113,2780013,Trailblazers Academy District,Trailblazers Academy,*,*,129,2016-17
1440111,1440011,Trumbull School District,Booth Hill School,441,23,464,2016-17
1440811,1440011,Trumbull School District,Daniels Farm School,440,11,451,2016-17
1440611,1440011,Trumbull School District,Educating Learners in Transitional Environments (ELITE),9,0,9,2016-17
1441011,1440011,Trumbull School District,Frenchtown Elementary School,508,21,529,2016-17
1445211,1440011,Trumbull School District,Hillcrest Middle School,763,9,772,2016-17
1440411,1440011,Trumbull School District,Jane Ryan School,391,15,406,2016-17
1445111,1440011,Trumbull School District,Madison Middle School,*,*,835,2016-17
1440311,1440011,Trumbull School District,Middlebrook School,436,36,472,2016-17
1440511,1440011,Trumbull School District,REACH,15,0,15,2016-17
1440911,1440011,Trumbull School District,Tashua School,*,*,408,2016-17
1440211,1440011,Trumbull School District,Trumbull Alternative School,7,0,7,2016-17
1448011,1440011,Trumbull School District,Trumbull Early Childhood Education Center,232,0,232,2016-17
1446111,1440011,Trumbull School District,Trumbull High School,2054,12,2066,2016-17
3360115,3360015,Unified School District #1,Bridgeport Correctional Center,*,0,*,2016-17
3360215,3360015,Unified School District #1,Brooklyn Correctional Institution,*,0,*,2016-17
3360315,3360015,Unified School District #1,Cheshire Correctional Institution,13,0,13,2016-17
3362415,3360015,Unified School District #1,Corrigan/Radgowski Correctional Institution,15,0,15,2016-17
3360415,3360015,Unified School District #1,Enfield Correctional Institution,*,0,*,2016-17
3361915,3360015,Unified School District #1,Garner Correctional Institution,*,0,*,2016-17
3360615,3360015,Unified School District #1,Hartford Correctional Center,*,0,*,2016-17
3362215,3360015,Unified School District #1,MacDougall/Walker Correctional Institution,*,0,*,2016-17
3361115,3360015,Unified School District #1,Manson Youth Institution,275,0,275,2016-17
3360915,3360015,Unified School District #1,New Haven Correctional Center,*,0,*,2016-17
3362615,3360015,Unified School District #1,Northern Correctional Institution,6,0,6,2016-17
3361215,3360015,Unified School District #1,Osborn Correctional Institution,*,0,*,2016-17
3361315,3360015,Unified School District #1,Robinson Correctional Institution,6,0,6,2016-17
3361515,3360015,Unified School District #1,Willard/Cybulski Correctional Institution,*,0,*,2016-17
3362515,3360015,Unified School District #1,York Correctional Institution,21,0,21,2016-17
3470115,3470015,Unified School District #2,Children's Place School,27,0,27,2016-17
3470315,3470015,Unified School District #2,Riverview School,59,0,59,2016-17
3470215,3470015,Unified School District #2,Virtual Academy,*,0,*,2016-17
3476715,3470015,Unified School District #2,Walter G. Cady School,41,0,41,2016-17
1450111,1450011,Union School District,Union Elementary School,68,0,68,2016-17
3480315,3480015,Vernon School District,Hartford Detention Center,9,0,9,2016-17
1460311,1460011,Vernon School District,Northeast School,*,*,282,2016-17
1461411,1460011,Vernon School District,Center Road School,446,31,477,2016-17
1460111,1460011,Vernon School District,Lake Street School,*,*,270,2016-17
1460211,1460011,Vernon School District,Maple Street School,*,*,284,2016-17
1469011,1460011,Vernon School District,Next Step Program (AACBP),13,0,13,2016-17
1466111,1460011,Vernon School District,Rockville High School,828,19,847,2016-17
1461011,1460011,Vernon School District,Skinner Road School,283,27,310,2016-17
1465111,1460011,Vernon School District,Vernon Center Middle School,697,15,712,2016-17
1470111,1470011,Voluntown School District,Voluntown Elementary School,279,0,279,2016-17
1480211,1480011,Wallingford School District,Highland School,317,17,334,2016-17
1489011,1480011,Wallingford School District,A.R.T.S. Academy,11,0,11,2016-17
1481011,1480011,Wallingford School District,Cook Hill School,327,45,372,2016-17
1485211,1480011,Wallingford School District,Dag Hammarskjold Middle School,699,28,727,2016-17
1480511,1480011,Wallingford School District,Education Enhancement Program,15,0,15,2016-17
1480911,1480011,Wallingford School District,Evarts C. Stevens School,288,34,322,2016-17
1489211,1480011,Wallingford School District,Harvest Park,6,0,6,2016-17
1485311,1480011,Wallingford School District,James H. Moran Middle School,662,14,676,2016-17
1486111,1480011,Wallingford School District,Lyman Hall High School,1010,26,1036,2016-17
1486211,1480011,Wallingford School District,Mark T. Sheehan High School,800,20,820,2016-17
1480111,1480011,Wallingford School District,Moses Y. Beach School,298,26,324,2016-17
1489111,1480011,Wallingford School District,Multi-Vocational Life Skills Program,10,0,10,2016-17
1480311,1480011,Wallingford School District,Parker Farms School,228,34,262,2016-17
1481211,1480011,Wallingford School District,Pond Hill School,289,26,315,2016-17
1480411,1480011,Wallingford School District,Rock Hill School,296,26,322,2016-17
1480811,1480011,Wallingford School District,Yalesville School,308,13,321,2016-17
3480115,3480015,Waterbury School District,Bridgeport Detention Center,*,*,*,2016-17
3481115,3480015,Waterbury School District,BRAVE,*,0,*,2016-17
3480415,3480015,Waterbury School District,SAGE,*,0,*,2016-17
1515211,1510011,Waterbury School District,West Side Middle School,838,179,1017,2016-17
1512311,1510011,Waterbury School District,Washington School,273,49,322,2016-17
1512111,1510011,Waterbury School District,B. W. Tinker School,531,64,595,2016-17
1510411,1510011,Waterbury School District,B.W. Tinker BDLC,*,*,17,2016-17
1514611,1510011,Waterbury School District,Bucks Hill Autism,9,0,9,2016-17
1514311,1510011,Waterbury School District,Bucks Hill Bilingual,0,152,152,2016-17
1510511,1510011,Waterbury School District,Bucks Hill School,377,76,453,2016-17
1510111,1510011,Waterbury School District,Bunker Hill BDLC,*,*,22,2016-17
1510611,1510011,Waterbury School District,Bunker Hill School,432,58,490,2016-17
1511911,1510011,Waterbury School District,Carrington ESC,10,0,10,2016-17
1512711,1510011,Waterbury School District,Carrington School,462,35,497,2016-17
1514111,1510011,Waterbury School District,Chase Bilingual,0,104,104,2016-17
1514511,1510011,Waterbury School District,Crosby Autism,6,0,6,2016-17
1516211,1510011,Waterbury School District,Crosby High School,956,181,1137,2016-17
1510911,1510011,Waterbury School District,Driggs School,451,56,507,2016-17
1511611,1510011,Waterbury School District,Duggan School,449,47,496,2016-17
1519111,1510011,Waterbury School District,Enlightenment School,148,20,168,2016-17
1511411,1510011,Waterbury School District,F. J. Kingsbury School,481,44,525,2016-17
1512611,1510011,Waterbury School District,Gilmartin School,427,46,473,2016-17
1510711,1510011,Waterbury School District,H. S. Chase School,573,102,675,2016-17
1514211,1510011,Waterbury School District,Hopeville Bilingual,0,95,95,2016-17
1511311,1510011,Waterbury School District,Hopeville School,297,92,389,2016-17
1516411,1510011,Waterbury School District,John F. Kennedy High School,1053,199,1252,2016-17
1513111,1510011,Waterbury School District,Maloney Interdistrict Magnet School,564,26,590,2016-17
1519811,1510011,Waterbury School District,Maloney Prek,26,0,26,2016-17
1513511,1510011,Waterbury School District,Margaret M. Generali Autism,*,*,29,2016-17
1511111,1510011,Waterbury School District,Margaret M. Generali Elementary School,507,74,581,2016-17
1512911,1510011,Waterbury School District,Michael F. Wallace Autism,7,0,7,2016-17
1515111,1510011,Waterbury School District,Michael F. Wallace Middle School,1025,169,1194,2016-17
1511811,1510011,Waterbury School District,North End ESC,7,0,7,2016-17
1515311,1510011,Waterbury School District,North End Middle School,831,154,985,2016-17
1512411,1510011,Waterbury School District,Reed ESC,18,0,18,2016-17
1513411,1510011,Waterbury School District,Reed School,401,63,464,2016-17
1512811,1510011,Waterbury School District,Regan School,244,18,262,2016-17
1513311,1510011,Waterbury School District,Rotella Interdistrict Magnet School,596,17,613,2016-17
1518011,1510011,Waterbury School District,Special Education Preschool,228,0,228,2016-17
1512011,1510011,Waterbury School District,Sprague School,421,55,476,2016-17
1519011,1510011,Waterbury School District,State Street School,50,18,68,2016-17
1512211,1510011,Waterbury School District,Walsh School,302,58,360,2016-17
1516011,1510011,Waterbury School District,Waterbury Arts Magnet School (High),*,*,478,2016-17
